Frame,X,Y,Z,QX,QY,QZ,QW,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
2720,-0.980433,2.849796,0.773222,-0.02541,-0.045458,0.995371,-0.080773,-0.750948,0.163704,0.39227,0.558339,-0.065479,-0.006958,0.177536,0.086225,-0.122606,0.346534,-0.199821,0.015362,0.024573,0.009678,0.164266,0.977949,0.89304,-0.576614,0.450066,1.356172,-0.100852,0.364168,-0.371113,-1.785652,-0.710586,0.31297,-1.27137,0.155457,-0.137665
2721,-1.010125,2.843558,0.760798,-0.013459,-0.043197,0.995534,-0.082857,-0.673659,0.17318,0.410469,0.603572,-0.064843,0.060615,0.2472,0.079067,-0.12443,0.372603,-0.242052,0.014436,0.043776,0.007194,0.140391,1.031697,0.879547,-0.524038,0.54916,1.400061,-0.11016,0.283736,-0.492307,-1.785651,-0.720806,0.346473,-0.983331,0.319077,-0.046894
2722,-1.038002,2.837337,0.746474,-0.000559,-0.037611,0.996529,-0.074257,-0.596456,0.151684,0.391354,0.628058,-0.038331,0.213012,0.274919,0.057653,-0.110642,0.473172,-0.252668,0.026582,0.069026,0.005093,0.126183,1.076402,0.781555,-0.394491,0.661427,1.340402,-0.041933,0.166102,-0.565364,-1.785661,-0.647463,0.195777,-0.774146,0.417981,-0.056671
2723,-1.060914,2.831227,0.738431,0.012391,-0.029062,0.997555,-0.06233,-0.58235,0.163277,0.408952,0.731115,-0.093563,0.244798,0.219231,0.026635,-0.079577,0.702829,-0.176154,0.049113,0.081984,-0.001262,0.126457,1.074801,0.631133,-0.259685,0.782822,1.260535,0.06092,0.062256,-0.584473,-1.785699,-0.52401,0.06604,-0.792233,0.400174,-0.093591
2724,-1.08134,2.825897,0.728722,0.024953,-0.022629,0.997177,-0.06711,-0.586007,0.159538,0.398047,0.849064,-0.156729,0.240413,0.108943,-0.000484,-0.063576,1.026949,-0.089971,0.156016,0.092116,-0.012211,0.140922,1.015224,0.5191,-0.165976,0.914547,1.221377,0.160663,-0.065837,-0.602574,-1.785702,-0.408821,0.018341,-0.975291,0.352285,-0.095317
2725,-1.099457,2.821086,0.720976,0.037081,-0.015596,0.996291,-0.076062,-0.568341,0.140136,0.389276,0.921545,-0.221128,0.24008,-0.045322,-0.024744,-0.035484,1.358073,-0.024562,0.140671,0.098032,-0.024313,0.161078,0.926983,0.452883,-0.170732,0.990118,1.281237,0.208689,-0.1956,-0.646565,-1.785651,-0.316149,0.005825,-0.995348,0.332127,-0.066034
2726,-1.114532,2.817573,0.71713,0.046541,-0.007963,0.995438,-0.082911,-0.540454,0.116807,0.386623,0.956583,-0.266719,0.241793,-0.221839,-0.050467,0.007775,1.631925,-0.083341,0.104627,0.09607,-0.03822,0.183774,0.832341,0.410491,-0.26965,0.976968,1.423402,0.176376,-0.223825,-0.693978,-1.785283,-0.220931,-0.008178,-0.879158,0.361755,-0.041362
2727,-1.127352,2.816457,0.718474,0.051881,-0.001267,0.99331,-0.103161,-0.50955,0.077691,0.369218,0.951327,-0.285499,0.242389,-0.407094,-0.091698,0.041776,1.822177,-0.11621,0.03875,0.08827,-0.052789,0.207092,0.739752,0.379628,-0.351477,0.891769,1.493585,0.162284,-0.144025,-0.720567,-1.776966,-0.105408,-0.022994,-0.809208,0.382783,-0.050541
2728,-1.138078,2.817927,0.72585,0.049809,-0.003708,0.988446,-0.143108,-0.491487,0.031115,0.316473,0.913304,-0.274353,0.241057,-0.585451,-0.137474,0.045101,1.893799,-0.129319,-0.029603,0.072526,-0.064073,0.227132,0.642576,0.365075,-0.36557,0.749415,1.448115,0.169837,-0.004297,-0.735924,-1.721693,0.04128,0.011333,-0.82987,0.344139,-0.079196
2729,-1.147288,2.821138,0.740429,0.040819,-0.012324,0.979968,-0.194535,-0.46638,-0.022172,0.238239,0.815609,-0.223392,0.237603,-0.72591,-0.157549,0.007915,1.836404,-0.147508,-0.066973,0.051749,-0.068086,0.239832,0.560812,0.346442,-0.364015,0.567411,1.31662,0.133938,0.105117,-0.711188,-1.632397,0.180446,0.090261,-0.882522,0.262481,-0.095525
2730,-1.156126,2.825179,0.760327,0.026984,-0.02572,0.96672,-0.253107,-0.421025,-0.076775,0.132736,0.650806,-0.128211,0.225543,-0.80535,-0.138632,-0.048765,1.66385,-0.159013,-0.094415,0.030944,-0.063803,0.244677,0.463089,0.364892,-0.413337,0.381283,1.196014,0.062349,0.122855,-0.623413,-1.548413,0.308518,0.183405,-0.911831,0.191354,-0.089239
2731,-1.165564,2.828268,0.779745,0.011115,-0.043959,0.94814,-0.314603,-0.366609,-0.110701,0.025881,0.465963,-0.016653,0.19718,-0.832264,-0.093613,-0.087159,1.41803,-0.159734,-0.113147,0.013832,-0.048885,0.241482,0.316974,0.420589,-0.521947,0.229911,1.170589,0.006189,0.110133,-0.458688,-1.444543,0.399875,0.296539,-0.898661,0.13683,-0.079218
2732,-1.175601,2.831015,0.796907,-0.008314,-0.058854,0.921369,-0.384117,-0.331559,-0.107504,0.070047,0.379787,-0.010407,0.085581,-0.829404,-0.052138,-0.080007,1.140907,-0.162837,-0.11294,-0.007411,-0.026009,0.23162,0.138981,0.449252,-0.656169,0.107747,1.200279,-0.037388,0.103351,-0.259096,-1.329645,0.46383,0.405321,-0.885531,0.10156,-0.051744
2733,-1.186902,2.831416,0.806043,-0.025957,-0.066826,0.886076,-0.457962,-0.303317,-0.095825,0.186929,0.409627,-0.049624,0.022351,-0.79379,-0.037307,-0.034918,0.849328,-0.149128,-0.10478,-0.02946,-0.005,0.219862,-0.04499,0.419325,-0.7963,0.021919,1.181053,-0.079132,0.1029,-0.06473,-1.189228,0.513782,0.48964,-0.886265,0.068672,-0.018407
2734,-1.199816,2.829523,0.808152,-0.036674,-0.071847,0.842029,-0.533367,-0.257841,-0.072275,0.266042,0.488233,-0.042384,0.024318,-0.732497,-0.010749,0.081388,0.588066,-0.160595,-0.102164,-0.047576,0.015169,0.207066,-0.239301,0.344293,-0.937329,-0.015901,1.090661,-0.112771,0.104851,0.112555,-0.999249,0.515761,0.553638,-0.875952,0.042685,0.051612
2735,-1.214105,2.825221,0.802537,-0.034881,-0.075502,0.792864,-0.603697,-0.205547,-0.062074,0.219542,0.563451,-0.064532,0.089607,-0.660834,0.062566,0.307793,0.455745,-0.192365,-0.0778,-0.060822,0.039785,0.197509,-0.414469,0.242205,-1.055814,-0.028598,0.995272,-0.142258,0.125424,0.245249,-0.755042,0.416284,0.618198,-0.822105,0.086924,0.093225
2736,-1.228934,2.818514,0.788028,-0.028849,-0.071489,0.746556,-0.660841,-0.168765,-0.093521,0.070807,0.6102,-0.169229,0.152229,-0.582835,0.143649,0.504413,0.451415,-0.156302,0.11621,-0.069051,0.061278,0.191357,-0.549933,0.121983,-1.124407,-0.03033,0.962007,-0.150047,0.157946,0.318363,-0.51201,0.248393,0.66909,-0.757796,0.162943,0.03976
2737,-1.242902,2.810429,0.765371,-0.019603,-0.061236,0.702022,-0.709247,-0.154977,-0.110981,-0.032181,0.708927,-0.311595,0.162793,-0.506912,0.19373,0.568988,0.496216,-0.117408,0.219737,-0.079859,0.073442,0.191717,-0.628247,0.002016,-1.141062,-0.033213,1.018601,-0.138545,0.187387,0.331021,-0.294839,0.054726,0.706694,-0.703422,0.262858,-0.058666
2738,-1.25446,2.805772,0.749376,-0.001422,-0.048344,0.658222,-0.751268,-0.183724,-0.106151,-0.088394,0.89114,-0.378681,0.157298,-0.533301,0.169028,0.43213,0.661593,-0.220372,0.204722,-0.082125,0.076599,0.207633,-0.636748,-0.089849,-1.119963,-0.037906,1.112367,-0.118761,0.200312,0.302243,-0.09062,-0.146157,0.695922,-0.641774,0.335869,-0.182421
2739,-1.264613,2.802019,0.730766,0.010869,-0.035426,0.615002,-0.787654,-0.274926,-0.087146,-0.080007,1.146596,-0.324816,0.14431,-0.589401,0.136069,0.317408,0.857155,-0.306871,0.19008,-0.079015,0.084547,0.235191,-0.577191,-0.133806,-1.073411,-0.049357,1.20067,-0.087204,0.222239,0.233797,0.072793,-0.310954,0.633408,-0.54891,0.338883,-0.287714
2740,-1.272531,2.79863,0.715332,0.020084,-0.024266,0.576792,-0.816283,-0.372298,-0.016672,0.000916,1.36229,-0.222587,0.031312,-0.610381,0.085318,0.230453,0.970499,-0.370842,0.180124,-0.071697,0.095818,0.259601,-0.442545,-0.120448,-1.017209,-0.055217,1.214426,-0.029909,0.230252,0.14603,0.131381,-0.31102,0.581386,-0.531594,0.284953,-0.331587
2741,-1.278922,2.795251,0.707235,0.025019,-0.013591,0.541664,-0.840113,-0.4499,0.120246,0.117825,1.51505,-0.14595,-0.070944,-0.603047,0.02608,0.160793,1.023444,-0.405673,0.171586,-0.057193,0.108107,0.274951,-0.314714,-0.05445,-0.950965,-0.032131,1.223284,0.024732,0.205998,0.075535,0.059464,-0.125189,0.542146,-0.702061,0.217614,-0.318042
2742,-1.28331,2.791851,0.706289,0.030689,-0.00757,0.512567,-0.858065,-0.487305,0.272861,0.219961,1.591591,-0.124126,-0.073148,-0.575284,-0.018398,0.102917,1.028807,-0.418979,0.165149,-0.035182,0.120306,0.280817,-0.227713,0.057894,-0.871823,0.017462,1.345972,0.092581,0.149687,0.025468,-0.047328,0.076255,0.448148,-0.905863,0.127311,-0.272018
2743,-1.285451,2.788471,0.711879,0.037257,-0.005252,0.486546,-0.872844,-0.499044,0.377995,0.299393,1.598756,-0.106958,-0.100217,-0.525771,-0.047405,0.054123,0.987164,-0.413006,0.160383,-0.01574,0.130212,0.277815,-0.173587,0.205589,-0.813565,0.071526,1.571662,0.112525,0.097982,0.014406,-0.126034,0.208597,0.293887,-1.005096,0.026378,-0.253271
2744,-1.285191,2.785346,0.722664,0.041112,-0.003093,0.454511,-0.889787,-0.506128,0.405524,0.333476,1.552726,-0.095705,-0.155975,-0.454975,-0.082801,0.003263,0.908532,-0.390228,0.160073,-0.00252,0.134152,0.266928,-0.097942,0.328558,-0.762352,0.114912,1.681565,0.077816,0.082109,0.067224,-0.216498,0.290533,0.121451,-1.028696,-0.07701,-0.268327
2745,-1.282852,2.78239,0.736582,0.041323,0.000532,0.413856,-0.909404,-0.497588,0.424243,0.342293,1.474382,-0.115692,-0.191311,-0.362823,-0.129116,-0.061047,0.799954,-0.353267,0.162545,0.002976,0.129548,0.247012,-0.043899,0.4163,-0.726254,0.176339,1.597096,0.032621,0.098051,0.140575,-0.330524,0.3564,-0.087218,-1.048906,-0.144114,-0.265952
2746,-1.278572,2.779599,0.750523,0.039249,0.00345,0.365664,-0.929913,-0.472669,0.475317,0.354144,1.380035,-0.141118,-0.182972,-0.256559,-0.177988,-0.147117,0.674226,-0.307526,0.16671,0.003112,0.117686,0.2186,-0.029002,0.497488,-0.726976,0.273324,1.451995,-0.0038,0.114636,0.204249,-0.471791,0.366554,-0.312612,-1.083419,-0.170637,-0.247464
2747,-1.272209,2.77758,0.761161,0.039086,0.004232,0.311885,-0.949306,-0.446478,0.541384,0.375409,1.274578,-0.159141,-0.131469,-0.147882,-0.213998,-0.245807,0.5542,-0.256478,0.178468,0.000792,0.103926,0.183679,-0.05403,0.604429,-0.759952,0.361609,1.349532,-0.047305,0.101761,0.247295,-0.623834,0.301052,-0.53263,-1.108907,-0.164111,-0.223245
2748,-1.263658,2.777065,0.766577,0.041277,0.006341,0.258713,-0.965051,-0.41857,0.597837,0.401168,1.154724,-0.169057,-0.077973,-0.04769,-0.234011,-0.327438,0.463358,-0.216872,0.200262,-0.004037,0.092168,0.147351,-0.12832,0.710066,-0.847037,0.444072,1.326823,-0.093859,0.060007,0.294104,-0.79112,0.127249,-0.709975,-1.110238,-0.120066,-0.249923
2749,-1.253279,2.77826,0.76678,0.046165,0.009288,0.211248,-0.976298,-0.397663,0.621428,0.400729,1.019108,-0.193743,-0.047243,0.037248,-0.235104,-0.368454,0.401567,-0.198305,0.226374,-0.010482,0.081354,0.114906,-0.241574,0.805783,-0.964431,0.500153,1.353403,-0.148237,0.005611,0.345719,-0.962011,-0.163667,-0.788545,-1.122074,-0.048183,-0.294146
2750,-1.241732,2.781254,0.76271,0.050562,0.014235,0.172166,-0.983666,-0.382385,0.599088,0.349675,0.878344,-0.209609,-0.062324,0.106466,-0.236582,-0.393609,0.37297,-0.211087,0.24587,-0.015806,0.070162,0.089588,-0.347925,0.881963,-1.058441,0.531624,1.379814,-0.1894,-0.041315,0.366428,-1.132327,-0.518933,-0.690133,-1.169014,0.011937,-0.276109
2751,-1.230267,2.785508,0.755512,0.053968,0.021437,0.13834,-0.988681,-0.357273,0.548536,0.267166,0.745992,-0.180903,-0.135712,0.169379,-0.243811,-0.445277,0.366019,-0.250174,0.247622,-0.016795,0.058675,0.07163,-0.429274,0.93525,-1.111484,0.559038,1.37466,-0.182064,-0.072245,0.320431,-1.263846,-0.78895,-0.430388,-1.128923,0.045491,-0.186725
2752,-1.219945,2.789974,0.751159,0.053586,0.03354,0.106633,-0.992287,-0.356154,0.509486,0.211563,0.760236,-0.199272,-0.179064,0.22994,-0.262154,-0.510439,0.37975,-0.290755,0.247729,-0.016723,0.045944,0.063681,-0.473115,0.93956,-1.097677,0.607586,1.319342,-0.107508,-0.092491,0.192102,-1.382882,-0.925913,-0.108729,-0.943078,0.187312,-0.078654
2753,-1.210533,2.796997,0.745934,0.049014,0.052213,0.078158,-0.994365,-0.360873,0.469315,0.174981,0.831475,-0.221267,-0.174666,0.279539,-0.303659,-0.556738,0.437722,-0.3123,0.247752,-0.014321,0.030733,0.070087,-0.470377,0.889289,-0.992531,0.69294,1.23646,0.05566,-0.078465,-0.007308,-1.475075,-0.976922,0.198275,-0.779523,0.368974,-0.062039
2754,-1.201954,2.804631,0.743919,0.040315,0.066121,0.053586,-0.995556,-0.352932,0.414595,0.15002,0.875518,-0.249351,-0.161165,0.285246,-0.36909,-0.562359,0.552669,-0.283289,0.247563,-0.002933,0.014281,0.08288,-0.441224,0.790563,-0.742686,0.783011,1.082437,0.286874,0.027607,-0.226727,-1.483157,-0.975932,0.371844,-0.649834,0.459758,-0.167584
2755,-1.195667,2.811396,0.741001,0.033266,0.074564,0.04015,-0.995852,-0.34465,0.372652,0.135126,0.904015,-0.26932,-0.149441,0.229757,-0.447323,-0.50894,0.722934,-0.199364,0.243091,0.010254,-0.008513,0.095383,-0.337779,0.623255,-0.297834,0.740576,0.871993,0.470459,0.237718,-0.345833,-1.423261,-0.894426,0.357868,-0.514777,0.32599,-0.181137
2756,-1.191124,2.814972,0.73773,0.024424,0.081249,0.039483,-0.995612,-0.3322,0.348381,0.140582,0.930575,-0.286932,-0.143228,0.111245,-0.510889,-0.398099,0.929268,-0.105205,0.147466,0.01222,-0.033007,0.113788,-0.200627,0.424676,0.171193,0.554066,0.624248,0.433069,0.389325,-0.290711,-1.39789,-0.750558,0.222879,-0.606862,0.177279,-0.214953
2757,-1.187999,2.815743,0.733213,0.016514,0.083339,0.039793,-0.99559,-0.326898,0.335813,0.150286,0.948312,-0.310464,-0.140558,-0.052593,-0.522024,-0.243817,1.134763,-0.016084,0.066062,0.003571,-0.053192,0.139246,-0.0592,0.257918,0.428907,0.372183,0.480185,0.330189,0.38163,-0.20856,-1.284914,-0.643652,-0.022758,-0.686848,0.038014,-0.254385
2758,-1.186781,2.81443,0.729196,0.017147,0.081778,0.035693,-0.995864,-0.344286,0.33765,0.14038,0.972524,-0.33319,-0.140438,-0.226143,-0.408332,-0.068806,1.310104,0.016494,0.119854,-0.001598,-0.066823,0.168511,0.082038,0.158779,0.492104,0.260385,0.540919,0.278375,0.376698,-0.084778,-1.098846,-0.501569,-0.308031,-0.655338,-0.092073,-0.213402
2759,-1.187331,2.810903,0.727574,0.023627,0.074772,0.025295,-0.9966,-0.382489,0.345116,0.112315,0.988246,-0.338153,-0.142459,-0.361917,-0.290819,0.01361,1.415835,0.003461,0.157164,0.008012,-0.075545,0.199863,0.204794,0.110354,0.442349,0.182451,0.688557,0.274721,0.379385,0.049883,-0.94568,-0.290982,-0.565853,-0.738705,-0.19645,-0.151438
2760,-1.189004,2.805293,0.729775,0.02992,0.061055,0.003321,-0.99768,-0.431171,0.335545,0.066801,0.972454,-0.320266,-0.145798,-0.471961,-0.321864,-0.015886,1.446461,0.000226,0.162089,0.027315,-0.078939,0.22899,0.311204,0.071379,0.34944,0.116915,0.768974,0.23137,0.365976,0.095085,-0.82868,-0.012151,-0.710923,-0.883588,-0.285512,-0.101421
2761,-1.190918,2.798302,0.735917,0.035009,0.038803,-0.02818,-0.998236,-0.484347,0.307289,0.012307,0.919743,-0.280475,-0.148693,-0.547461,-0.442159,-0.099941,1.396397,-0.012455,0.136573,0.045191,-0.080775,0.250378,0.403169,0.061081,0.245378,0.0522,0.82469,0.176878,0.35463,0.072014,-0.676146,0.310532,-0.675265,-0.87989,-0.296265,-0.071121
2762,-1.191822,2.790372,0.744461,0.034944,0.015276,-0.06323,-0.99727,-0.514772,0.263314,-0.038213,0.827986,-0.224915,-0.154118,-0.576293,-0.535362,-0.172773,1.273251,-0.022687,0.097658,0.062473,-0.084039,0.26079,0.488266,0.069668,0.14862,-0.026723,0.904678,0.109815,0.348963,-0.008976,-0.524815,0.565516,-0.528782,-0.813103,-0.232941,-0.066462
2763,-1.190334,2.782522,0.752359,0.030281,-0.005191,-0.093725,-0.995124,-0.514765,0.222085,-0.074565,0.716738,-0.175096,-0.179227,-0.563831,-0.562699,-0.190081,1.092086,-0.0344,0.089674,0.084198,-0.088213,0.260406,0.557145,0.060212,0.077269,-0.11814,0.960921,0.057585,0.351859,-0.148484,-0.411035,0.737318,-0.341555,-0.843186,-0.163539,-0.068479
2764,-1.185372,2.775308,0.75597,0.022782,-0.01712,-0.116543,-0.992777,-0.492331,0.202233,-0.083666,0.627696,-0.16567,-0.228097,-0.505999,-0.544778,-0.144263,0.878759,-0.056129,0.087237,0.112885,-0.093957,0.250819,0.611614,0.037178,0.030087,-0.208369,0.968565,0.034463,0.354041,-0.320729,-0.30608,0.893063,-0.11073,-0.8956,-0.094966,-0.026942
2765,-1.177437,2.769018,0.754622,0.014534,-0.01823,-0.134125,-0.99069,-0.469768,0.199862,-0.069917,0.599199,-0.191865,-0.244615,-0.399651,-0.527038,-0.089667,0.677147,-0.052026,0.094721,0.14909,-0.101037,0.235075,0.654409,0.01629,-0.006254,-0.296083,0.971069,0.023379,0.370732,-0.480658,-0.186452,1.044071,0.150083,-0.884857,-0.0281,0.041198
2766,-1.168013,2.764015,0.749647,0.004245,-0.009072,-0.149182,-0.988759,-0.458857,0.188304,-0.068216,0.63834,-0.221885,-0.247482,-0.278638,-0.529091,-0.056055,0.558048,-0.021282,0.124561,0.189614,-0.108426,0.217876,0.670417,0.01109,-0.036991,-0.372336,0.988144,0.019213,0.382933,-0.640322,-0.070075,1.199035,0.427145,-0.862977,0.008644,0.090722
2767,-1.15816,2.758903,0.741943,-0.009462,0.009191,-0.163643,-0.986431,-0.453819,0.165412,-0.088691,0.721147,-0.227697,-0.244366,-0.171213,-0.556029,-0.078148,0.54186,-0.044508,0.20464,0.234672,-0.113631,0.20472,0.650229,0.009074,-0.070573,-0.441206,1.013729,0.017848,0.393909,-0.793863,0.038763,1.376635,0.704737,-0.921222,0.021915,0.125994
2768,-1.149561,2.75415,0.731866,-0.018471,0.03082,-0.172588,-0.984339,-0.45255,0.155613,-0.103234,0.82073,-0.249037,-0.220283,-0.096074,-0.603121,-0.2229,0.587688,-0.111441,0.245927,0.283444,-0.112969,0.200345,0.598348,-0.002017,-0.104214,-0.498713,1.036245,0.022066,0.388415,-0.880832,0.14708,1.466004,0.946569,-0.999958,0.081768,0.137391
2769,-1.144183,2.748367,0.720718,-0.022887,0.054892,-0.171211,-0.983438,-0.442092,0.166795,-0.109832,0.908962,-0.290089,-0.226619,-0.059409,-0.62287,-0.271492,0.6573,-0.201961,0.247652,0.30942,-0.107098,0.205868,0.539917,-0.035017,-0.108705,-0.541369,1.054432,0.027247,0.408122,-0.858778,0.228923,1.282888,1.048556,-0.854067,0.196136,0.054536
2770,-1.142306,2.740852,0.71245,-0.025367,0.072827,-0.152174,-0.98534,-0.423762,0.199212,-0.0996,0.961592,-0.319734,-0.238865,-0.084384,-0.608804,-0.210681,0.737138,-0.269085,0.247724,0.309834,-0.101736,0.220324,0.47911,-0.095752,-0.074842,-0.553931,1.039761,0.033394,0.435024,-0.790675,0.270948,0.991891,0.951954,-0.63683,0.193318,-0.094385
2771,-1.14384,2.732155,0.708723,-0.020797,0.078324,-0.128849,-0.988348,-0.416228,0.245557,-0.086565,0.971815,-0.323592,-0.246986,-0.130755,-0.574771,-0.156344,0.783891,-0.309326,0.247754,0.303681,-0.10059,0.235649,0.388279,-0.156802,-0.0181,-0.527401,1.015558,0.04768,0.462884,-0.740025,0.240647,0.955093,0.749158,-0.736659,0.144984,-0.264551
2772,-1.148158,2.722459,0.711553,-0.008544,0.067718,-0.108475,-0.991753,-0.428365,0.297423,-0.07647,0.934774,-0.29768,-0.247725,-0.177685,-0.521629,-0.132604,0.771754,-0.315984,0.247771,0.295093,-0.103033,0.246096,0.290218,-0.195822,0.041449,-0.467099,0.992235,0.034349,0.49897,-0.603102,0.164204,0.92277,0.492553,-0.883803,0.10411,-0.361779
2773,-1.154909,2.711704,0.718541,0.006737,0.046368,-0.085525,-0.995234,-0.449804,0.352818,-0.064891,0.863427,-0.25157,-0.247772,-0.231749,-0.456618,-0.117438,0.723549,-0.290285,0.247782,0.27692,-0.107098,0.251543,0.193271,-0.160099,0.07343,-0.410684,0.958319,0.023712,0.538249,-0.399997,0.056812,0.877762,0.194348,-0.926891,0.048889,-0.380563
2774,-1.163014,2.700551,0.726236,0.025046,0.017904,-0.064749,-0.997427,-0.484208,0.409931,-0.056994,0.779351,-0.20514,-0.24775,-0.285685,-0.385465,-0.112363,0.654301,-0.24848,0.247777,0.247853,-0.111119,0.250655,0.150075,-0.095236,0.068638,-0.383222,0.960888,-0.000678,0.563643,-0.209256,-0.110772,0.8153,-0.092371,-0.983656,0.005899,-0.411411
2775,-1.170667,2.689288,0.732928,0.044911,-0.01372,-0.045777,-0.997847,-0.520328,0.47113,-0.047433,0.688423,-0.179532,-0.247752,-0.326986,-0.312312,-0.121096,0.560567,-0.209435,0.247762,0.209375,-0.114041,0.241455,0.121866,-0.002717,0.053148,-0.39044,0.997804,-0.01672,0.543442,-0.01759,-0.298743,0.68575,-0.351183,-1.03559,-0.027881,-0.457643
2776,-1.176114,2.678504,0.739236,0.064062,-0.042695,-0.027044,-0.996665,-0.53767,0.537712,-0.016715,0.589295,-0.178408,-0.247776,-0.350263,-0.247639,-0.150465,0.458067,-0.188109,0.247727,0.163239,-0.116272,0.225139,0.123181,0.106196,0.029478,-0.421575,1.01439,-0.038057,0.510547,0.155129,-0.45968,0.459042,-0.543484,-1.063751,-0.010013,-0.508423
2777,-1.178227,2.668568,0.746009,0.078355,-0.059113,-0.00376,-0.995164,-0.505993,0.612458,0.047495,0.497496,-0.195321,-0.247776,-0.34825,-0.198045,-0.188257,0.361911,-0.173787,0.247598,0.117105,-0.120504,0.204262,0.149198,0.236406,0.008056,-0.432842,0.99933,-0.055275,0.470549,0.282428,-0.581883,0.167914,-0.637477,-1.11862,0.033145,-0.527955
2778,-1.176148,2.660188,0.749076,0.090343,-0.060903,0.023903,-0.993759,-0.432426,0.686645,0.129435,0.430528,-0.215179,-0.247788,-0.324277,-0.150833,-0.216725,0.289291,-0.151475,0.247775,0.076307,-0.126546,0.179439,0.21011,0.365585,-0.008373,-0.425413,0.969896,-0.072483,0.430838,0.357808,-0.68592,-0.124605,-0.643071,-1.148432,0.078568,-0.537337
2779,-1.170591,2.652846,0.74867,0.099573,-0.051589,0.05527,-0.992154,-0.337841,0.751546,0.19845,0.403311,-0.2267,-0.247748,-0.302993,-0.104326,-0.214014,0.266643,-0.121215,0.247794,0.046384,-0.132294,0.152259,0.262883,0.501493,-0.023913,-0.376411,0.956406,-0.066332,0.375847,0.391621,-0.783109,-0.380572,-0.575431,-1.106484,0.107619,-0.507127
2780,-1.162541,2.647202,0.743868,0.105565,-0.035331,0.088901,-0.9898,-0.251238,0.784261,0.206695,0.420613,-0.2232,-0.247118,-0.301071,-0.062331,-0.167071,0.317349,-0.0996,0.247733,0.028305,-0.135475,0.127631,0.297194,0.598559,-0.051741,-0.287374,0.955795,-0.039719,0.312936,0.371153,-0.889335,-0.594201,-0.451827,-1.035813,0.143089,-0.444065
2781,-1.153034,2.644581,0.738731,0.107788,-0.012057,0.120499,-0.986771,-0.183375,0.776053,0.142433,0.477351,-0.20281,-0.236184,-0.322513,-0.044048,-0.104995,0.44904,-0.127049,0.247185,0.0195,-0.135483,0.110094,0.289684,0.643176,-0.107062,-0.157279,0.981679,0.005495,0.239183,0.320456,-1.0538,-0.74766,-0.269623,-0.984235,0.203548,-0.377781
2782,-1.142791,2.644134,0.730011,0.105898,0.015975,0.139814,-0.984369,-0.148947,0.765324,0.097198,0.592885,-0.223661,-0.247089,-0.350897,-0.050178,-0.062722,0.628559,-0.185192,0.237305,0.013604,-0.134196,0.10333,0.22776,0.646114,-0.198923,0.012201,1.019683,0.058464,0.172205,0.251178,-1.244079,-0.829467,-0.028312,-0.914052,0.288659,-0.274066
2783,-1.133193,2.645922,0.717318,0.10284,0.04589,0.146604,-0.982764,-0.134572,0.768464,0.085241,0.739783,-0.279616,-0.247605,-0.367264,-0.072507,-0.039914,0.799768,-0.243701,0.230781,0.010893,-0.129999,0.107959,0.114118,0.621178,-0.328808,0.232752,1.090266,0.131139,0.085584,0.154574,-1.429072,-0.858363,0.245861,-0.801418,0.39723,-0.13338
2784,-1.126207,2.650027,0.707347,0.095273,0.074916,0.140744,-0.982599,-0.119068,0.741916,0.074801,0.84372,-0.320107,-0.247632,-0.361969,-0.116537,-0.029022,0.927727,-0.301558,0.240251,0.009185,-0.124705,0.124639,-0.040397,0.579365,-0.506263,0.483997,1.167315,0.189387,0.000499,0.040094,-1.611841,-0.863996,0.522686,-0.719564,0.480846,-0.048141
2785,-1.12276,2.655495,0.70203,0.084913,0.093151,0.129851,-0.983489,-0.104849,0.694117,0.059896,0.886311,-0.366284,-0.247632,-0.344709,-0.16293,-0.021386,0.982708,-0.354246,0.247336,0.00584,-0.121765,0.146629,-0.193483,0.479106,-0.654976,0.70706,1.275644,0.235758,0.021617,-0.030793,-1.72853,-0.86676,0.609746,-0.677173,0.478799,-0.072171
2786,-1.123493,2.661854,0.701615,0.07226,0.096671,0.124567,-0.984843,-0.101907,0.649431,0.064737,0.887846,-0.394473,-0.247662,-0.347628,-0.196821,-0.006297,0.988582,-0.358523,0.247615,-0.004156,-0.121281,0.166107,-0.271276,0.330565,-0.636153,0.816453,1.25179,0.290476,0.135453,-0.099584,-1.731054,-0.886939,0.495828,-0.628071,0.351853,-0.181619
2787,-1.128189,2.670274,0.706906,0.058416,0.083522,0.126816,-0.986676,-0.130944,0.614382,0.090118,0.873351,-0.379377,-0.247699,-0.370289,-0.219847,0.014754,0.935029,-0.318935,0.24753,-0.022566,-0.119677,0.183285,-0.289024,0.186252,-0.481538,0.768167,1.069368,0.278741,0.268988,-0.112027,-1.693225,-0.907042,0.305522,-0.687261,0.217881,-0.266318
